wellName,MD,CALI,DT,GR,NPHI,RHOB,PHIF,SW,RACEHM_LOG
15/9-F-1 C,3326.9,8.6057,,56.241,0.2228,2.4756,0.0997,1.0,0.14995770889105953
15/9-F-1 C,3327.0,8.6056,,56.5938,0.2247,2.4796,0.0974,1.0,0.1560946306394276
15/9-F-1 C,3327.1,8.557,,57.0948,0.2235,2.4814,0.0963,1.0,0.15947695647423415
15/9-F-1 C,3327.2,8.5814,,60.0383,0.2207,2.4815,0.0963,1.0,0.16082854314454684
15/9-F-1 C,3327.3,8.6058,,61.4045,0.2231,2.4801,0.0971,1.0,0.15959726798740836
15/9-F-1 C,3327.4,8.6383,,62.195,0.2239,2.4778,0.0984,1.0,0.1505415413740861
15/9-F-1 C,3327.5,8.6383,,60.8829,0.2256,2.4761,0.0994,1.0,0.14958856778774451
15/9-F-1 C,3327.6,8.6383,,61.1951,0.2253,2.4761,0.0994,1.0,0.1598077329694306
15/9-F-1 C,3327.7,8.6383,,63.8906,0.2256,2.4766,0.0991,1.0,0.17848773104739818
15/9-F-1 C,3327.8,8.6383,,64.1443,0.2284,2.4761,0.0994,1.0,0.1904717705733452
15/9-F-1 C,3327.9,8.6383,,65.4925,0.233,2.4734,0.1009,1.0,0.18920948958230613
15/9-F-1 C,3328.0,8.6383,,65.9851,0.2365,2.4681,0.1039,1.0,0.18195786093106617
15/9-F-1 C,3328.1,8.6383,,65.5203,0.236,2.4605,0.1083,1.0,0.18204354594306418
15/9-F-1 C,3328.2,8.6383,,64.3135,0.2318,2.4512,0.1136,0.9722,0.18791535464998982
15/9-F-1 C,3328.3,8.6383,,63.8558,0.2266,2.4416,0.1191,0.9425,0.1930410721532419
15/9-F-1 C,3328.4,8.6383,,62.534,0.2236,2.4349,0.1229,0.915,0.1943755674822121
15/9-F-1 C,3328.5,8.6383,,63.0782,0.2228,2.4335,0.1237,0.8951,0.1936254184928794
15/9-F-1 C,3328.6,8.6383,,63.6677,0.2232,2.4382,0.121,0.9045,0.19636965316760868
15/9-F-1 C,3328.7,8.6382,,62.5314,0.2238,2.4462,0.1165,0.922,0.19862959909201888
15/9-F-1 C,3328.8,8.6057,,59.5969,0.2266,2.4528,0.1127,0.9358,0.19780415317340974
15/9-F-1 C,3328.9,8.6057,,59.0553,0.2263,2.4558,0.111,0.9357,0.1995906406036933
15/9-F-1 C,3329.0,8.6057,,59.1039,0.2242,2.4562,0.1107,0.9315,0.20134249264770782
15/9-F-1 C,3329.1,8.6057,,60.0201,0.2217,2.4568,0.1104,0.933,0.2035224168225849
15/9-F-1 C,3329.2,8.6057,,62.0164,0.2217,2.459,0.1091,0.9433,0.20625903520928293
15/9-F-1 C,3329.3,8.6057,,61.4894,0.2259,2.4631,0.1068,0.9563,0.20744585398425155
15/9-F-1 C,3329.4,8.6057,,60.3638,0.2334,2.4683,0.1038,0.9736,0.20844135643856737
15/9-F-1 C,3329.5,8.6057,,57.7717,0.2405,2.4731,0.1011,0.9854,0.21104040573205332
15/9-F-1 C,3329.6,8.6056,,58.0462,0.244,2.4767,0.099,1.0,0.21224088880153444
15/9-F-1 C,3329.7,8.5813,,58.2782,0.2466,2.4789,0.0978,1.0,0.2146319453931386
15/9-F-1 C,3329.8,8.5814,,58.5924,0.2419,2.4806,0.0968,1.0,0.2152937981865139
15/9-F-1 C,3329.9,8.6056,,58.3754,0.245,2.4819,0.0961,1.0,0.21547893636253548
15/9-F-1 C,3330.0,8.557,,56.9847,0.2441,2.4819,0.0961,1.0,0.2149762347220665
15/9-F-1 C,3330.1,8.6057,,57.8108,0.243,2.4817,0.0962,1.0,0.21431389742439963
15/9-F-1 C,3330.2,8.6057,,56.5659,0.2453,2.4832,0.0953,1.0,0.2150027072149523
15/9-F-1 C,3330.3,8.6057,,54.9076,0.2467,2.4875,0.0929,1.0,0.21682542326604745
15/9-F-1 C,3330.4,8.6057,,55.1378,0.2462,2.4931,0.0897,1.0,0.21782598089985228
15/9-F-1 C,3330.5,8.622,,52.8685,0.2425,2.4975,0.0871,1.0,0.22005576025134146
15/9-F-1 C,3330.6,8.622,,55.6684,0.2427,2.4996,0.0859,1.0,0.22346998116192035
15/9-F-1 C,3330.7,8.6056,,56.1423,0.2415,2.4996,0.0859,1.0,0.22567104308114408
15/9-F-1 C,3330.8,8.557,,56.2746,0.245,2.4982,0.0867,1.0,0.2225604091652236
15/9-F-1 C,3330.9,8.6058,,55.7538,0.2434,2.4962,0.0879,1.0,0.21921765702290683
15/9-F-1 C,3331.0,8.6382,,55.4118,0.2452,2.4937,0.0893,1.0,0.21410173597323193
15/9-F-1 C,3331.1,8.6057,,58.155,0.2467,2.4908,0.091,1.0,0.2106127663528977
15/9-F-1 C,3331.2,8.6057,,58.1984,0.2463,2.4887,0.0922,1.0,0.20811874073827677
15/9-F-1 C,3331.3,8.6057,,58.0458,0.2438,2.4899,0.0915,1.0,0.2091663667167775
15/9-F-1 C,3331.4,8.6057,,60.8544,0.2405,2.4961,0.0879,1.0,0.2028423651946324
15/9-F-1 C,3331.5,8.6057,,62.5013,0.2379,2.5043,0.0833,1.0,0.20068637596961678
15/9-F-1 C,3331.6,8.6056,,64.0164,0.2394,2.5067,0.0819,1.0,0.19956321176723593
15/9-F-1 C,3331.7,8.5569,,63.4836,0.2378,2.499,0.0863,1.0,0.19802442553311983
15/9-F-1 C,3331.8,8.5732,,64.2774,0.2337,2.4851,0.0942,1.0,0.19824458622823618
15/9-F-1 C,3331.9,8.557,,66.6666,0.2385,2.4724,0.1015,1.0,0.20199761958310547
15/9-F-1 C,3332.0,8.6057,,66.6686,0.2413,2.4659,0.1052,0.968,0.20482513840501648
15/9-F-1 C,3332.1,8.6057,,65.0302,0.2496,2.4661,0.1051,0.9534,0.205096047578484
15/9-F-1 C,3332.2,8.6057,,65.8189,0.2565,2.4687,0.1036,0.9548,0.2036311263305125
15/9-F-1 C,3332.3,8.6057,,65.9209,0.2591,2.4698,0.103,0.9496,0.2000292665537703
15/9-F-1 C,3332.4,8.6056,,62.2117,0.2577,2.4696,0.1031,0.9401,0.1993162742531042
15/9-F-1 C,3332.5,8.5571,,61.8133,0.254,2.4698,0.103,0.9436,0.20038532423238686
15/9-F-1 C,3332.6,8.6383,,60.7239,0.2539,2.4715,0.102,0.9507,0.20224303762480594
15/9-F-1 C,3332.7,8.6382,,60.6354,0.2537,2.4752,0.0999,0.9721,0.20555620569391722
15/9-F-1 C,3332.8,8.6056,,61.0358,0.2528,2.4806,0.0968,0.9994,0.20661002389922373
15/9-F-1 C,3332.9,8.5814,,63.56,0.2503,2.4873,0.093,1.0,0.20612396399185248
15/9-F-1 C,3333.0,8.6057,,65.7118,0.2423,2.4926,0.0899,1.0,0.19953578119833984
15/9-F-1 C,3333.1,8.6057,,66.2352,0.2398,2.4941,0.0891,1.0,0.19005141775920598
15/9-F-1 C,3333.2,8.6058,,66.8141,0.2395,2.4894,0.0918,1.0,0.18355453361886168
15/9-F-1 C,3333.3,8.6383,,64.2141,0.2375,2.4807,0.0967,1.0,0.17851652373358257
15/9-F-1 C,3333.4,8.6383,,62.0335,0.2359,2.4738,0.1007,0.9949,0.17704565746213916
15/9-F-1 C,3333.5,8.6383,,60.4333,0.2329,2.4727,0.1013,0.9807,0.18187215901033355
15/9-F-1 C,3333.6,8.622,,59.3323,0.2316,2.4771,0.0988,0.995,0.1894060855292286
15/9-F-1 C,3333.7,8.6057,,61.2844,0.2291,2.4836,0.0951,1.0,0.18954645673892642
15/9-F-1 C,3333.8,8.6057,,63.7209,0.2278,2.488,0.0926,1.0,0.18275693104039917
15/9-F-1 C,3333.9,8.6057,,62.1912,0.2281,2.4892,0.0919,1.0,0.17263211668629325
15/9-F-1 C,3334.0,8.6057,,64.5737,0.2301,2.4899,0.0915,1.0,0.169056932744852
15/9-F-1 C,3334.1,8.6057,,68.6762,0.2328,2.4935,0.0894,1.0,0.17146316508384365
15/9-F-1 C,3334.2,8.6057,,69.8765,0.2351,2.4999,0.0858,1.0,0.1758016328482795
15/9-F-1 C,3334.3,8.6057,,71.1866,0.2359,2.5049,0.0829,1.0,0.18272841812426743
15/9-F-1 C,3334.4,8.6057,,73.439,0.2362,2.5052,0.0827,1.0,0.18412335423967113
15/9-F-1 C,3334.5,8.6057,,74.6406,0.2373,2.5006,0.0854,1.0,0.18828147952266702
15/9-F-1 C,3334.6,8.6056,,79.6736,0.2394,2.4952,0.0885,1.0,0.19398676308569476
15/9-F-1 C,3334.7,8.5812,,78.4642,0.2453,2.4931,0.0897,1.0,0.20106923115130595
15/9-F-1 C,3334.8,8.5569,,75.553,0.2483,2.4951,0.0885,1.0,0.20733809528835642
15/9-F-1 C,3334.9,8.5569,,74.4012,0.2511,2.4985,0.0866,1.0,0.2082800785453096
15/9-F-1 C,3335.0,8.5569,,74.1352,0.254,2.4995,0.086,0.9896,0.21085336531489318
15/9-F-1 C,3335.1,8.5569,,73.6653,0.2557,2.4965,0.0877,0.9583,0.21729965897649603
15/9-F-1 C,3335.2,8.557,,75.1273,0.2558,2.4904,0.0912,0.9326,0.22289847260942153
15/9-F-1 C,3335.3,8.5812,,78.1731,0.2513,2.4822,0.0959,0.9206,0.22520586596590206
15/9-F-1 C,3335.4,8.557,,81.4204,0.252,2.4734,0.1009,0.9029,0.2230544131791053
15/9-F-1 C,3335.5,8.6056,,83.6974,0.2465,2.4663,0.105,0.8973,0.21714163793828087
15/9-F-1 C,3335.6,8.5812,,84.6981,0.2469,2.4628,0.107,0.8961,0.21418130866382065
15/9-F-1 C,3335.7,8.5569,,85.2473,0.2451,2.463,0.1069,0.9141,0.2091663667167775
15/9-F-1 C,3335.8,8.5569,,85.3628,0.2429,2.4651,0.1057,0.9318,0.2068528500066979
15/9-F-1 C,3335.9,8.5569,,85.4951,0.25,2.4655,0.1048,0.9509,0.2032777208924173
15/9-F-1 C,3336.0,8.5569,,85.6211,0.2571,2.466,0.1051,0.9626,0.20035794554163527
15/9-F-1 C,3336.1,8.5569,,83.0445,0.2636,2.4639,0.1063,0.9615,0.19766642619356545
15/9-F-1 C,3336.2,8.5569,,79.4991,0.2669,2.4618,0.1075,0.9522,0.19653541442225583
15/9-F-1 C,3336.3,8.5569,,77.6124,0.2649,2.4614,0.1078,0.9493,0.19879450017559852
15/9-F-1 C,3336.4,8.5569,,73.9518,0.2581,2.463,0.1069,0.9476,0.2018066429570219
15/9-F-1 C,3336.5,8.5569,,72.8737,0.2506,2.4653,0.1055,0.9553,0.20425567848015114
15/9-F-1 C,3336.6,8.5569,,71.9693,0.2472,2.4665,0.1049,0.9584,0.2057996215705763
15/9-F-1 C,3336.7,8.557,,71.6562,0.2504,2.4655,0.1054,0.9527,0.20892483108026408
15/9-F-1 C,3336.8,8.5814,,71.2298,0.2547,2.4632,0.1067,0.9435,0.2094882054138281
15/9-F-1 C,3336.9,8.6057,,70.2619,0.2616,2.4613,0.1078,0.936,0.20999729608236903
15/9-F-1 C,3337.0,8.6056,,73.598,0.2639,2.4608,0.1081,0.9461,0.20978301484851494
15/9-F-1 C,3337.1,8.5812,,75.9395,0.264,2.4627,0.107,0.9671,0.21420782965444923
15/9-F-1 C,3337.2,8.5569,,76.2813,0.2597,2.4669,0.1046,0.9873,0.2153467028621675
15/9-F-1 C,3337.3,8.5569,,76.2416,0.258,2.4728,0.1013,1.0,0.21637705798817305
15/9-F-1 C,3337.4,8.5569,,75.5886,0.26,2.4778,0.0984,1.0,0.21787857802743302
15/9-F-1 C,3337.5,8.557,,72.1711,0.2634,2.4799,0.0972,1.0,0.22284647997415014
15/9-F-1 C,3337.6,8.6057,,71.6129,0.2616,2.4796,0.0974,1.0,0.2274753434823705
15/9-F-1 C,3337.7,8.6056,,71.0887,0.2626,2.4793,0.0975,1.0,0.22924656201756072
15/9-F-1 C,3337.8,8.5814,,71.7989,0.2565,2.4801,0.0971,1.0,0.2366128281997688
15/9-F-1 C,3337.9,8.6058,,72.6639,0.2552,2.4816,0.0962,1.0,0.24422762573290752
15/9-F-1 C,3338.0,8.6382,,71.7895,0.2544,2.4817,0.0962,1.0,0.26285434541619324
15/9-F-1 C,3338.1,8.6057,,71.7127,0.2578,2.48,0.0971,1.0,0.2822368086651028
15/9-F-1 C,3338.2,8.6057,,71.5939,0.2563,2.478,0.0983,1.0,0.3132554041850373
15/9-F-1 C,3338.3,8.6058,,72.319,0.2504,2.4777,0.0985,1.0,0.34222522936079036
15/9-F-1 C,3338.4,8.6382,,71.1475,0.2394,2.4799,0.0972,1.0,0.35276119172383086
15/9-F-1 C,3338.5,8.6057,,69.7348,0.2304,2.4837,0.095,0.9926,0.38088026346600984
15/9-F-1 C,3338.6,8.622,,68.3124,0.2259,2.4904,0.0912,0.9884,0.41405367503094603
15/9-F-1 C,3338.7,8.6057,,66.1549,0.2234,2.5009,0.0852,1.0,0.4588039820909478
15/9-F-1 C,3338.8,8.6057,,65.8225,0.2233,2.5131,0.0782,1.0,0.5256536886868199
15/9-F-1 C,3338.9,8.6056,,65.2687,0.2264,2.5224,0.0729,1.0,0.5821770376884089
15/9-F-1 C,3339.0,8.5569,,61.1954,0.2249,2.5263,0.0707,0.9103,0.619573294786003
15/9-F-1 C,3339.1,8.5569,,58.7799,0.2204,2.5281,0.0697,0.7324,0.6984920174649226
15/9-F-1 C,3339.2,8.5568,,55.025,0.2104,2.5354,0.0655,0.6347,0.734047360757417
15/9-F-1 C,3339.3,8.5243,,50.915,0.196,2.5535,0.0528,0.5792,0.7769190028420464
15/9-F-1 C,3339.4,8.5162,,45.4298,0.1658,2.5807,0.0495,0.5344,0.7986644542712634
15/9-F-1 C,3339.5,8.5243,,40.0699,0.1373,2.6121,0.0462,0.5453,0.8374937416151769
15/9-F-1 C,3339.6,8.5244,,36.5998,0.1082,2.6423,0.0429,0.5736,0.8687972079569585
15/9-F-1 C,3339.7,8.5568,,34.6088,0.0855,2.6658,0.0396,0.6232,0.9100958874367617
15/9-F-1 C,3339.8,8.5243,,34.1514,0.0699,2.6805,0.0412,0.5677,0.9649663748310979
15/9-F-1 C,3339.9,8.5243,,34.2253,0.0608,2.6852,0.0429,0.5218,1.0353857060971612
15/9-F-1 C,3340.0,8.5243,,35.8526,0.0555,2.6841,0.0442,0.4994,1.0643344223574975
15/9-F-1 C,3340.1,8.5243,,34.9843,0.0509,2.6829,0.0424,0.5008,1.0899580709519205
15/9-F-1 C,3340.2,8.5406,,34.6004,0.0527,2.6859,0.0431,0.4923,1.0936492798811173
15/9-F-1 C,3340.3,8.5244,,36.3926,0.0549,2.6916,0.0429,0.4983,1.0962006654283956
15/9-F-1 C,3340.4,8.5569,,38.8224,0.0584,2.6925,0.0429,0.5645,1.0890073484020728
15/9-F-1 C,3340.5,8.5569,,38.5312,0.068,2.6814,0.0429,0.6234,1.0735863927367912
15/9-F-1 C,3340.6,8.5406,,39.9033,0.0836,2.6548,0.0429,0.6734,1.0644317810105133
15/9-F-1 C,3340.7,8.5242,,41.94,0.099,2.611,0.0528,0.5922,1.053535557198921
15/9-F-1 C,3340.8,8.4755,,42.6656,0.1154,2.5544,0.0545,0.6025,1.0421973580947195
15/9-F-1 C,3340.9,8.4755,,44.0573,0.1279,2.4961,0.1139,0.3493,1.0278060906236937
15/9-F-1 C,3341.0,8.4755,,44.3092,0.1388,2.4471,0.1351,0.31,1.0252730870858118
15/9-F-1 C,3341.1,8.4755,,45.9745,0.1485,2.4139,0.1503,0.2929,1.0114604817073622
15/9-F-1 C,3341.2,8.4756,,47.5564,0.1574,2.3927,0.1612,0.2809,1.0070048320815357
15/9-F-1 C,3341.3,8.5242,,47.5454,0.1695,2.3785,0.1709,0.2705,0.99932632131709
15/9-F-1 C,3341.4,8.4755,,48.0244,0.1792,2.3662,0.179,0.2643,0.9952358110360303
15/9-F-1 C,3341.5,8.4755,,47.8919,0.1864,2.3532,0.1863,0.2615,0.9850220821095351
15/9-F-1 C,3341.6,8.4755,,48.4839,0.1908,2.339,0.1929,0.2602,0.9737049892087569
15/9-F-1 C,3341.7,8.4755,,47.9992,0.1936,2.324,0.1992,0.2591,0.9653992765347836
15/9-F-1 C,3341.8,8.4755,,46.9208,0.196,2.3108,0.2047,0.26,0.9482955730270001
15/9-F-1 C,3341.9,8.4755,,45.5772,0.1973,2.3007,0.2087,0.2646,0.9344883512544534
15/9-F-1 C,3342.0,8.4755,,45.1366,0.196,2.2943,0.2104,0.2697,0.9355979443003088
15/9-F-1 C,3342.1,8.4755,,45.3267,0.1923,2.2925,0.2095,0.2764,0.9290406693710322
15/9-F-1 C,3342.2,8.4755,,46.3633,0.1887,2.2954,0.2071,0.279,0.9119455509881562
15/9-F-1 C,3342.3,8.4755,,45.1983,0.1887,2.3038,0.2042,0.2727,0.9136019497291574
15/9-F-1 C,3342.4,8.4755,,45.4685,0.1934,2.3138,0.2026,0.2613,0.9388648221233055
15/9-F-1 C,3342.5,8.4755,,46.0997,0.2005,2.3209,0.203,0.2512,0.9696162380626746
15/9-F-1 C,3342.6,8.4755,,45.2759,0.206,2.3224,0.2047,0.2401,1.0037792424351126
15/9-F-1 C,3342.7,8.4755,,46.6366,0.2071,2.3185,0.2065,0.2393,1.0146591212667537
15/9-F-1 C,3342.8,8.4755,,46.1625,0.2053,2.3118,0.2081,0.2395,1.0354257354519836
15/9-F-1 C,3342.9,8.4756,,45.4313,0.2017,2.3046,0.2091,0.2364,1.0299719091802235
15/9-F-1 C,3343.0,8.5243,,45.604,0.2015,2.2988,0.211,0.2231,1.0307251756891562
15/9-F-1 C,3343.1,8.5242,,45.1751,0.2033,2.2947,0.2131,0.2136,1.0447787917426699
15/9-F-1 C,3343.2,8.4756,,45.474,0.2074,2.2906,0.2162,0.1982,1.0526400845312018
15/9-F-1 C,3343.3,8.5243,,47.0252,0.213,2.2851,0.2203,0.1824,1.0870854215325298
15/9-F-1 C,3343.4,8.5243,,47.5073,0.2184,2.2785,0.2247,0.1776,1.0785293152543463
15/9-F-1 C,3343.5,8.5243,,46.9038,0.2215,2.2716,0.2283,0.1715,1.049601738407471
15/9-F-1 C,3343.6,8.5243,,46.2813,0.2224,2.2651,0.2309,0.1672,1.012115612362
15/9-F-1 C,3343.7,8.5243,,46.315,0.2221,2.2598,0.2326,0.1689,0.9737049892087569
15/9-F-1 C,3343.8,8.5243,,47.7023,0.2216,2.2565,0.2336,0.1682,0.9718369138575429
15/9-F-1 C,3343.9,8.5243,,48.3189,0.2211,2.2552,0.2338,0.1705,0.9419881991064761
15/9-F-1 C,3344.0,8.5242,,48.0949,0.2225,2.2551,0.2344,0.1744,0.9180355818556455
15/9-F-1 C,3344.1,8.4755,,49.1314,0.2235,2.2554,0.2347,0.1772,0.9028456276133529
15/9-F-1 C,3344.2,8.4755,,47.4323,0.2263,2.2557,0.2357,0.1821,0.8516190914513986
15/9-F-1 C,3344.3,8.4755,,46.3471,0.2304,2.2561,0.2372,0.1931,0.7851518089857682
15/9-F-1 C,3344.4,8.4755,,46.8367,0.2345,2.257,0.2385,0.2086,0.7301845077454283
15/9-F-1 C,3344.5,8.4756,,47.2792,0.2361,2.2586,0.2386,0.2282,0.6705705245660778
15/9-F-1 C,3344.6,8.5243,,46.8373,0.2379,2.261,0.2385,0.2597,0.6092207766361667
15/9-F-1 C,3344.7,8.5243,,47.6769,0.2382,2.264,0.2376,0.3141,0.557085936526085
15/9-F-1 C,3344.8,8.5242,,48.0799,0.2392,2.2662,0.2373,0.3613,0.5262358616298832
15/9-F-1 C,3344.9,8.4998,,45.6657,0.2368,2.2671,0.236,0.3878,0.5062749712869746
15/9-F-1 C,3345.0,8.4755,,45.9855,0.237,2.2676,0.2359,0.416,0.474624134418614
15/9-F-1 C,3345.1,8.4755,,45.2139,0.2345,2.269,0.2344,0.4427,0.42857210926186884
15/9-F-1 C,3345.2,8.4755,,46.8783,0.2307,2.2713,0.2321,0.4677,0.3875499873902334
15/9-F-1 C,3345.3,8.4755,,47.2022,0.227,2.274,0.2297,0.5159,0.32039557023646914
15/9-F-1 C,3345.4,8.4756,,50.4104,0.2244,2.2769,0.2277,0.5642,0.26705433565141284
15/9-F-1 C,3345.5,8.5242,,50.0746,0.222,2.2806,0.2255,0.61,0.20650205758868553
15/9-F-1 C,3345.6,8.4755,,52.3125,0.2241,2.2846,0.2249,0.632,0.1724569744005872
15/9-F-1 C,3345.7,8.4755,,51.1089,0.2258,2.2883,0.2243,0.6451,0.14708862462816655
15/9-F-1 C,3345.8,8.4755,,49.5898,0.2289,2.2912,0.2246,0.6525,0.12267451320619834
15/9-F-1 C,3345.9,8.4755,,51.0901,0.2337,2.2934,0.2257,0.6559,0.10564641265123631
15/9-F-1 C,3346.0,8.4754,,52.4241,0.2393,2.2947,0.2275,0.6582,0.08657336562057424
15/9-F-1 C,3346.1,8.451,,53.0884,0.2438,2.2946,0.2294,0.66,0.07609404668247492
15/9-F-1 C,3346.2,8.4267,,52.4495,0.2456,2.2924,0.2308,0.6589,0.06179163918401119
15/9-F-1 C,3346.3,8.4268,,51.3332,0.2447,2.2876,0.2321,0.6598,0.05203950700147193
15/9-F-1 C,3346.4,8.4755,,51.9344,0.2427,2.2814,0.2335,0.6592,0.04785872740745678
15/9-F-1 C,3346.5,8.4755,,50.9322,0.2416,2.276,0.2349,0.6546,0.05034108183408433
15/9-F-1 C,3346.6,8.4755,,50.9107,0.2422,2.2725,0.2363,0.6489,0.04956686916465144
15/9-F-1 C,3346.7,8.4755,,51.0374,0.2441,2.2701,0.2379,0.6401,0.053193727600869684
15/9-F-1 C,3346.8,8.4755,,48.8535,0.2456,2.2675,0.2394,0.6314,0.048597158401606215
15/9-F-1 C,3346.9,8.4755,,48.834,0.2458,2.2643,0.2406,0.6266,0.05153839051532738
15/9-F-1 C,3347.0,8.4755,,48.7854,0.2459,2.2613,0.2416,0.6237,0.06557971472844842
15/9-F-1 C,3347.1,8.4755,,48.5662,0.2477,2.2579,0.2435,0.6146,0.09349172701093188
15/9-F-1 C,3347.2,8.4756,,47.5546,0.2509,2.2541,0.2461,0.6082,0.10068064472509944
15/9-F-1 C,3347.3,8.5,,47.5961,0.252,2.25,0.2479,0.5932,0.12244525628195582
15/9-F-1 C,3347.4,8.5243,,46.9014,0.2515,2.2463,0.249,0.5913,0.14469871864312495
15/9-F-1 C,3347.5,8.5242,,47.0031,0.2477,2.2444,0.2481,0.5911,0.1626540041195758
15/9-F-1 C,3347.6,8.4755,,47.3564,0.2443,2.2443,0.2468,0.5905,0.17213569664956652
15/9-F-1 C,3347.7,8.4755,,48.3102,0.24,2.2451,0.2448,0.5849,0.16536305069737425
15/9-F-1 C,3347.8,8.4755,,48.497,0.2369,2.2457,0.2434,0.5814,0.16696266385716724
15/9-F-1 C,3347.9,8.4754,,51.7227,0.2346,2.2457,0.2425,0.5579,0.16494737262184164
15/9-F-1 C,3348.0,8.4267,,53.825,0.2339,2.2467,0.2418,0.5139,0.15219658233420927
15/9-F-1 C,3348.1,8.4267,,55.4522,0.2351,2.2514,0.2407,0.4824,0.14235817576384555
15/9-F-1 C,3348.2,8.4267,,58.4035,0.2378,2.2621,0.2381,0.4545,0.14148112927080359
15/9-F-1 C,3348.3,8.4267,,58.7203,0.2394,2.2791,0.233,0.4535,0.14213908013213508
15/9-F-1 C,3348.4,8.4269,,58.6252,0.2377,2.2994,0.2253,0.4654,0.14295230734343203
15/9-F-1 C,3348.5,8.4998,,56.3673,0.231,2.3193,0.2158,0.491,0.1439199383858365
15/9-F-1 C,3348.6,8.4755,,52.522,0.2254,2.3354,0.208,0.549,0.15697294189629724
15/9-F-1 C,3348.7,8.4754,,49.4909,0.2195,2.3465,0.2019,0.6531,0.18497519069826102
15/9-F-1 C,3348.8,8.4267,,47.818,0.2175,2.3515,0.1993,0.7168,0.179666668690498
15/9-F-1 C,3348.9,8.4265,,48.0413,0.22,2.3484,0.2014,0.783,0.14260843550247315
15/9-F-1 C,3349.0,8.3453,,49.0098,0.2249,2.3356,0.2077,0.7796,0.11163211170860017
15/9-F-1 C,3349.1,8.3452,,49.1456,0.2282,2.3157,0.2159,0.7662,0.06292026373266334
15/9-F-1 C,3349.2,8.3129,,48.7189,0.229,2.2961,0.2229,0.7331,0.012837224705172217
15/9-F-1 C,3349.3,8.4104,,45.0733,0.2295,2.2828,0.2277,0.713,-0.0034445503666347198
15/9-F-1 C,3349.4,8.4267,,44.5009,0.2319,2.2776,0.2304,0.6945,-0.02558042614771386
15/9-F-1 C,3349.5,8.4267,,46.4275,0.2355,2.2764,0.2323,0.6877,-0.029049065654575875
15/9-F-1 C,3349.6,8.4268,,44.455,0.2375,2.2749,0.2336,0.6804,-0.032031037121307684
15/9-F-1 C,3349.7,8.4512,,42.714,0.2369,2.2718,0.2344,0.6738,-0.042871802323186915
15/9-F-1 C,3349.8,8.4755,,43.254,0.2349,2.2682,0.2349,0.6757,-0.04301563225723985
15/9-F-1 C,3349.9,8.4755,,42.8874,0.234,2.2649,0.2356,0.6709,-0.045564513671517634
15/9-F-1 C,3350.0,8.4754,,43.0613,0.2345,2.2622,0.2368,0.6624,-0.05202742075421993
15/9-F-1 C,3350.1,8.4267,,45.4394,0.2348,2.26,0.2376,0.6584,-0.05251726344308138
15/9-F-1 C,3350.2,8.4266,,47.6346,0.2334,2.2586,0.2376,0.6567,-0.0485167692477068
15/9-F-1 C,3350.3,8.3942,,47.0228,0.2314,2.2589,0.2367,0.6505,-0.03929144831144341
15/9-F-1 C,3350.4,8.4267,,46.5209,0.2328,2.26,0.2368,0.6443,-0.03489241415094416
15/9-F-1 C,3350.5,8.4267,,46.1753,0.2389,2.2604,0.2391,0.6364,-0.03095703269418672
15/9-F-1 C,3350.6,8.4268,,45.5335,0.2468,2.2602,0.2424,0.6272,-0.0379149194826401
15/9-F-1 C,3350.7,8.4756,,46.3536,0.2501,2.2614,0.2433,0.6273,-0.0410540675060636
15/9-F-1 C,3350.8,8.5242,,46.4914,0.248,2.2668,0.2406,0.6422,-0.055912320584565856
15/9-F-1 C,3350.9,8.5,,45.8214,0.2429,2.2751,0.2357,0.6595,-0.0677799861228809
15/9-F-1 C,3351.0,8.5242,,45.3505,0.2338,2.2835,0.2292,0.6786,-0.07401789967289683
15/9-F-1 C,3351.1,8.4755,,42.9264,0.2282,2.2896,0.2248,0.6882,-0.07961575782164251
15/9-F-1 C,3351.2,8.4753,,44.5289,0.2221,2.2933,0.2211,0.7019,-0.07365755337434496
15/9-F-1 C,3351.3,8.4104,,44.4116,0.2179,2.2957,0.2186,0.7074,-0.07232173586200853
15/9-F-1 C,3351.4,8.3942,,44.2718,0.2166,2.2974,0.2175,0.7088,-0.0637879556797512
15/9-F-1 C,3351.5,8.4267,,42.9542,0.218,2.298,0.2179,0.7036,-0.05507339001378437
15/9-F-1 C,3351.6,8.4268,,44.9308,0.2192,2.2974,0.2186,0.7007,-0.04296768365306156
15/9-F-1 C,3351.7,8.4754,,44.7467,0.2194,2.2963,0.219,0.693,-0.026410376572743116
15/9-F-1 C,3351.8,8.4268,,43.0557,0.2193,2.2962,0.219,0.6792,-0.007623240201197006
15/9-F-1 C,3351.9,8.4755,,43.0322,0.2196,2.2978,0.2186,0.6677,0.011950866059398414
15/9-F-1 C,3352.0,8.4756,,43.9696,0.2196,2.3002,0.2178,0.6587,0.040087843469880764
15/9-F-1 C,3352.1,8.5242,,44.0358,0.2162,2.3036,0.2152,0.6587,0.04983800062258341
15/9-F-1 C,3352.2,8.4998,,44.6533,0.2144,2.3083,0.2129,0.6476,0.08845504504416514
15/9-F-1 C,3352.3,8.4755,,42.3427,0.2107,2.3152,0.2091,0.6236,0.15198239545747402
15/9-F-1 C,3352.4,8.4756,,44.9359,0.2056,2.3241,0.204,0.6134,0.18591028504071444
15/9-F-1 C,3352.5,8.4997,,44.9763,0.204,2.3334,0.2001,0.5835,0.2527559710885733
